system;group;name;name;type;description;nullable;precision
system506;group506;name506;name47;type47;description47;1;precision47
system506;group506;name506;name48;type48;description48;0;precision48
system506;group506;name506;name49;type49;description49;1;precision49
system507;group507;name507;name0;type0;description0;0;precision0
system507;group507;name507;name1;type1;description1;1;precision1
system507;group507;name507;name2;type2;description2;0;precision2
system507;group507;name507;name3;type3;description3;1;precision3
system507;group507;name507;name4;type4;description4;0;precision4
system507;group507;name507;name5;type5;description5;1;precision5
system507;group507;name507;name6;type6;description6;0;precision6
system507;group507;name507;name7;type7;description7;1;precision7
system507;group507;name507;name8;type8;description8;0;precision8
system507;group507;name507;name9;type9;description9;1;precision9
system507;group507;name507;name10;type10;description10;0;precision10
system507;group507;name507;name11;type11;description11;1;precision11
system507;group507;name507;name12;type12;description12;0;precision12
system507;group507;name507;name13;type13;description13;1;precision13
system507;group507;name507;name14;type14;description14;0;precision14
system507;group507;name507;name15;type15;description15;1;precision15
system507;group507;name507;name16;type16;description16;0;precision16
system507;group507;name507;name17;type17;description17;1;precision17
system507;group507;name507;name18;type18;description18;0;precision18
system507;group507;name507;name19;type19;description19;1;precision19
system507;group507;name507;name20;type20;description20;0;precision20
system507;group507;name507;name21;type21;description21;1;precision21
system507;group507;name507;name22;type22;description22;0;precision22
system507;group507;name507;name23;type23;description23;1;precision23
system507;group507;name507;name24;type24;description24;0;precision24
system507;group507;name507;name25;type25;description25;1;precision25
system507;group507;name507;name26;type26;description26;0;precision26
system507;group507;name507;name27;type27;description27;1;precision27
system507;group507;name507;name28;type28;description28;0;precision28
system507;group507;name507;name29;type29;description29;1;precision29
system507;group507;name507;name30;type30;description30;0;precision30
system507;group507;name507;name31;type31;description31;1;precision31
system507;group507;name507;name32;type32;description32;0;precision32
system507;group507;name507;name33;type33;description33;1;precision33
system507;group507;name507;name34;type34;description34;0;precision34
system507;group507;name507;name35;type35;description35;1;precision35
system507;group507;name507;name36;type36;description36;0;precision36
system507;group507;name507;name37;type37;description37;1;precision37
system507;group507;name507;name38;type38;description38;0;precision38
system507;group507;name507;name39;type39;description39;1;precision39
system507;group507;name507;name40;type40;description40;0;precision40
system507;group507;name507;name41;type41;description41;1;precision41
system507;group507;name507;name42;type42;description42;0;precision42
system507;group507;name507;name43;type43;description43;1;precision43
system507;group507;name507;name44;type44;description44;0;precision44
system507;group507;name507;name45;type45;description45;1;precision45
system507;group507;name507;name46;type46;description46;0;precision46
system507;group507;name507;name47;type47;description47;1;precision47
system507;group507;name507;name48;type48;description48;0;precision48
system507;group507;name507;name49;type49;description49;1;precision49
system508;group508;name508;name0;type0;description0;0;precision0
system508;group508;name508;name1;type1;description1;1;precision1
system508;group508;name508;name2;type2;description2;0;precision2
system508;group508;name508;name3;type3;description3;1;precision3
system508;group508;name508;name4;type4;description4;0;precision4
system508;group508;name508;name5;type5;description5;1;precision5
system508;group508;name508;name6;type6;description6;0;precision6
system508;group508;name508;name7;type7;description7;1;precision7
system508;group508;name508;name8;type8;description8;0;precision8
system508;group508;name508;name9;type9;description9;1;precision9
system508;group508;name508;name10;type10;description10;0;precision10
system508;group508;name508;name11;type11;description11;1;precision11
system508;group508;name508;name12;type12;description12;0;precision12
system508;group508;name508;name13;type13;description13;1;precision13
system508;group508;name508;name14;type14;description14;0;precision14
system508;group508;name508;name15;type15;description15;1;precision15
system508;group508;name508;name16;type16;description16;0;precision16
system508;group508;name508;name17;type17;description17;1;precision17
system508;group508;name508;name18;type18;description18;0;precision18
system508;group508;name508;name19;type19;description19;1;precision19
system508;group508;name508;name20;type20;description20;0;precision20
system508;group508;name508;name21;type21;description21;1;precision21
system508;group508;name508;name22;type22;description22;0;precision22
system508;group508;name508;name23;type23;description23;1;precision23
system508;group508;name508;name24;type24;description24;0;precision24
system508;group508;name508;name25;type25;description25;1;precision25
system508;group508;name508;name26;type26;description26;0;precision26
system508;group508;name508;name27;type27;description27;1;precision27
system508;group508;name508;name28;type28;description28;0;precision28
system508;group508;name508;name29;type29;description29;1;precision29
system508;group508;name508;name30;type30;description30;0;precision30
system508;group508;name508;name31;type31;description31;1;precision31
system508;group508;name508;name32;type32;description32;0;precision32
system508;group508;name508;name33;type33;description33;1;precision33
system508;group508;name508;name34;type34;description34;0;precision34
system508;group508;name508;name35;type35;description35;1;precision35
system508;group508;name508;name36;type36;description36;0;precision36
system508;group508;name508;name37;type37;description37;1;precision37
system508;group508;name508;name38;type38;description38;0;precision38
system508;group508;name508;name39;type39;description39;1;precision39
system508;group508;name508;name40;type40;description40;0;precision40
system508;group508;name508;name41;type41;description41;1;precision41
system508;group508;name508;name42;type42;description42;0;precision42
system508;group508;name508;name43;type43;description43;1;precision43
system508;group508;name508;name44;type44;description44;0;precision44
system508;group508;name508;name45;type45;description45;1;precision45
system508;group508;name508;name46;type46;description46;0;precision46
system508;group508;name508;name47;type47;description47;1;precision47
system508;group508;name508;name48;type48;description48;0;precision48
system508;group508;name508;name49;type49;description49;1;precision49
system509;group509;name509;name0;type0;description0;0;precision0
system509;group509;name509;name1;type1;description1;1;precision1
system509;group509;name509;name2;type2;description2;0;precision2
system509;group509;name509;name3;type3;description3;1;precision3
system509;group509;name509;name4;type4;description4;0;precision4
system509;group509;name509;name5;type5;description5;1;precision5
system509;group509;name509;name6;type6;description6;0;precision6
system509;group509;name509;name7;type7;description7;1;precision7
system509;group509;name509;name8;type8;description8;0;precision8
system509;group509;name509;name9;type9;description9;1;precision9
system509;group509;name509;name10;type10;description10;0;precision10
system509;group509;name509;name11;type11;description11;1;precision11
system509;group509;name509;name12;type12;description12;0;precision12
system509;group509;name509;name13;type13;description13;1;precision13
system509;group509;name509;name14;type14;description14;0;precision14
system509;group509;name509;name15;type15;description15;1;precision15
system509;group509;name509;name16;type16;description16;0;precision16
system509;group509;name509;name17;type17;description17;1;precision17
system509;group509;name509;name18;type18;description18;0;precision18
system509;group509;name509;name19;type19;description19;1;precision19
system509;group509;name509;name20;type20;description20;0;precision20
system509;group509;name509;name21;type21;description21;1;precision21
system509;group509;name509;name22;type22;description22;0;precision22
system509;group509;name509;name23;type23;description23;1;precision23
system509;group509;name509;name24;type24;description24;0;precision24
system509;group509;name509;name25;type25;description25;1;precision25
system509;group509;name509;name26;type26;description26;0;precision26
system509;group509;name509;name27;type27;description27;1;precision27
system509;group509;name509;name28;type28;description28;0;precision28
system509;group509;name509;name29;type29;description29;1;precision29
system509;group509;name509;name30;type30;description30;0;precision30
system509;group509;name509;name31;type31;description31;1;precision31
system509;group509;name509;name32;type32;description32;0;precision32
system509;group509;name509;name33;type33;description33;1;precision33
system509;group509;name509;name34;type34;description34;0;precision34
system509;group509;name509;name35;type35;description35;1;precision35
system509;group509;name509;name36;type36;description36;0;precision36
system509;group509;name509;name37;type37;description37;1;precision37
system509;group509;name509;name38;type38;description38;0;precision38
system509;group509;name509;name39;type39;description39;1;precision39
system509;group509;name509;name40;type40;description40;0;precision40
system509;group509;name509;name41;type41;description41;1;precision41
system509;group509;name509;name42;type42;description42;0;precision42
system509;group509;name509;name43;type43;description43;1;precision43
system509;group509;name509;name44;type44;description44;0;precision44
system509;group509;name509;name45;type45;description45;1;precision45
system509;group509;name509;name46;type46;description46;0;precision46
system509;group509;name509;name47;type47;description47;1;precision47
system509;group509;name509;name48;type48;description48;0;precision48
system509;group509;name509;name49;type49;description49;1;precision49
system510;group510;name510;name0;type0;description0;0;precision0
system510;group510;name510;name1;type1;description1;1;precision1
system510;group510;name510;name2;type2;description2;0;precision2
system510;group510;name510;name3;type3;description3;1;precision3
system510;group510;name510;name4;type4;description4;0;precision4
system510;group510;name510;name5;type5;description5;1;precision5
system510;group510;name510;name6;type6;description6;0;precision6
system510;group510;name510;name7;type7;description7;1;precision7
system510;group510;name510;name8;type8;description8;0;precision8
system510;group510;name510;name9;type9;description9;1;precision9
system510;group510;name510;name10;type10;description10;0;precision10
system510;group510;name510;name11;type11;description11;1;precision11
system510;group510;name510;name12;type12;description12;0;precision12
system510;group510;name510;name13;type13;description13;1;precision13
system510;group510;name510;name14;type14;description14;0;precision14
system510;group510;name510;name15;type15;description15;1;precision15
system510;group510;name510;name16;type16;description16;0;precision16
system510;group510;name510;name17;type17;description17;1;precision17
system510;group510;name510;name18;type18;description18;0;precision18
system510;group510;name510;name19;type19;description19;1;precision19
system510;group510;name510;name20;type20;description20;0;precision20
system510;group510;name510;name21;type21;description21;1;precision21
system510;group510;name510;name22;type22;description22;0;precision22
system510;group510;name510;name23;type23;description23;1;precision23
system510;group510;name510;name24;type24;description24;0;precision24
system510;group510;name510;name25;type25;description25;1;precision25
system510;group510;name510;name26;type26;description26;0;precision26
system510;group510;name510;name27;type27;description27;1;precision27
system510;group510;name510;name28;type28;description28;0;precision28
system510;group510;name510;name29;type29;description29;1;precision29
system510;group510;name510;name30;type30;description30;0;precision30
system510;group510;name510;name31;type31;description31;1;precision31
system510;group510;name510;name32;type32;description32;0;precision32
system510;group510;name510;name33;type33;description33;1;precision33
system510;group510;name510;name34;type34;description34;0;precision34
system510;group510;name510;name35;type35;description35;1;precision35
system510;group510;name510;name36;type36;description36;0;precision36
system510;group510;name510;name37;type37;description37;1;precision37
system510;group510;name510;name38;type38;description38;0;precision38
system510;group510;name510;name39;type39;description39;1;precision39
system510;group510;name510;name40;type40;description40;0;precision40
system510;group510;name510;name41;type41;description41;1;precision41
system510;group510;name510;name42;type42;description42;0;precision42
system510;group510;name510;name43;type43;description43;1;precision43
system510;group510;name510;name44;type44;description44;0;precision44
system510;group510;name510;name45;type45;description45;1;precision45
system510;group510;name510;name46;type46;description46;0;precision46
system510;group510;name510;name47;type47;description47;1;precision47
system510;group510;name510;name48;type48;description48;0;precision48
system510;group510;name510;name49;type49;description49;1;precision49
system511;group511;name511;name0;type0;description0;0;precision0
system511;group511;name511;name1;type1;description1;1;precision1
system511;group511;name511;name2;type2;description2;0;precision2
system511;group511;name511;name3;type3;description3;1;precision3
system511;group511;name511;name4;type4;description4;0;precision4
system511;group511;name511;name5;type5;description5;1;precision5
system511;group511;name511;name6;type6;description6;0;precision6
system511;group511;name511;name7;type7;description7;1;precision7
system511;group511;name511;name8;type8;description8;0;precision8
system511;group511;name511;name9;type9;description9;1;precision9
system511;group511;name511;name10;type10;description10;0;precision10
system511;group511;name511;name11;type11;description11;1;precision11
system511;group511;name511;name12;type12;description12;0;precision12
system511;group511;name511;name13;type13;description13;1;precision13
system511;group511;name511;name14;type14;description14;0;precision14
system511;group511;name511;name15;type15;description15;1;precision15
system511;group511;name511;name16;type16;description16;0;precision16
system511;group511;name511;name17;type17;description17;1;precision17
system511;group511;name511;name18;type18;description18;0;precision18
system511;group511;name511;name19;type19;description19;1;precision19
system511;group511;name511;name20;type20;description20;0;precision20
system511;group511;name511;name21;type21;description21;1;precision21
system511;group511;name511;name22;type22;description22;0;precision22
system511;group511;name511;name23;type23;description23;1;precision23
system511;group511;name511;name24;type24;description24;0;precision24
system511;group511;name511;name25;type25;description25;1;precision25
system511;group511;name511;name26;type26;description26;0;precision26
system511;group511;name511;name27;type27;description27;1;precision27
system511;group511;name511;name28;type28;description28;0;precision28
system511;group511;name511;name29;type29;description29;1;precision29
system511;group511;name511;name30;type30;description30;0;precision30
system511;group511;name511;name31;type31;description31;1;precision31
system511;group511;name511;name32;type32;description32;0;precision32
system511;group511;name511;name33;type33;description33;1;precision33
system511;group511;name511;name34;type34;description34;0;precision34
system511;group511;name511;name35;type35;description35;1;precision35
system511;group511;name511;name36;type36;description36;0;precision36
system511;group511;name511;name37;type37;description37;1;precision37
system511;group511;name511;name38;type38;description38;0;precision38
system511;group511;name511;name39;type39;description39;1;precision39
system511;group511;name511;name40;type40;description40;0;precision40
system511;group511;name511;name41;type41;description41;1;precision41
system511;group511;name511;name42;type42;description42;0;precision42
system511;group511;name511;name43;type43;description43;1;precision43
system511;group511;name511;name44;type44;description44;0;precision44
system511;group511;name511;name45;type45;description45;1;precision45
system511;group511;name511;name46;type46;description46;0;precision46
system511;group511;name511;name47;type47;description47;1;precision47
system511;group511;name511;name48;type48;description48;0;precision48
system511;group511;name511;name49;type49;description49;1;precision49
system512;group512;name512;name0;type0;description0;0;precision0
system512;group512;name512;name1;type1;description1;1;precision1
system512;group512;name512;name2;type2;description2;0;precision2
system512;group512;name512;name3;type3;description3;1;precision3
system512;group512;name512;name4;type4;description4;0;precision4
system512;group512;name512;name5;type5;description5;1;precision5
system512;group512;name512;name6;type6;description6;0;precision6
system512;group512;name512;name7;type7;description7;1;precision7
system512;group512;name512;name8;type8;description8;0;precision8
system512;group512;name512;name9;type9;description9;1;precision9
system512;group512;name512;name10;type10;description10;0;precision10
system512;group512;name512;name11;type11;description11;1;precision11
system512;group512;name512;name12;type12;description12;0;precision12
system512;group512;name512;name13;type13;description13;1;precision13
system512;group512;name512;name14;type14;description14;0;precision14
system512;group512;name512;name15;type15;description15;1;precision15
system512;group512;name512;name16;type16;description16;0;precision16
system512;group512;name512;name17;type17;description17;1;precision17
system512;group512;name512;name18;type18;description18;0;precision18
system512;group512;name512;name19;type19;description19;1;precision19
system512;group512;name512;name20;type20;description20;0;precision20
system512;group512;name512;name21;type21;description21;1;precision21
system512;group512;name512;name22;type22;description22;0;precision22
system512;group512;name512;name23;type23;description23;1;precision23
system512;group512;name512;name24;type24;description24;0;precision24
system512;group512;name512;name25;type25;description25;1;precision25
system512;group512;name512;name26;type26;description26;0;precision26
system512;group512;name512;name27;type27;description27;1;precision27
system512;group512;name512;name28;type28;description28;0;precision28
system512;group512;name512;name29;type29;description29;1;precision29
system512;group512;name512;name30;type30;description30;0;precision30
system512;group512;name512;name31;type31;description31;1;precision31
system512;group512;name512;name32;type32;description32;0;precision32
system512;group512;name512;name33;type33;description33;1;precision33
system512;group512;name512;name34;type34;description34;0;precision34
system512;group512;name512;name35;type35;description35;1;precision35
system512;group512;name512;name36;type36;description36;0;precision36
system512;group512;name512;name37;type37;description37;1;precision37
system512;group512;name512;name38;type38;description38;0;precision38
system512;group512;name512;name39;type39;description39;1;precision39
system512;group512;name512;name40;type40;description40;0;precision40
system512;group512;name512;name41;type41;description41;1;precision41
system512;group512;name512;name42;type42;description42;0;precision42
system512;group512;name512;name43;type43;description43;1;precision43
system512;group512;name512;name44;type44;description44;0;precision44
system512;group512;name512;name45;type45;description45;1;precision45
system512;group512;name512;name46;type46;description46;0;precision46
system512;group512;name512;name47;type47;description47;1;precision47
system512;group512;name512;name48;type48;description48;0;precision48
system512;group512;name512;name49;type49;description49;1;precision49
system513;group513;name513;name0;type0;description0;0;precision0
system513;group513;name513;name1;type1;description1;1;precision1
system513;group513;name513;name2;type2;description2;0;precision2
system513;group513;name513;name3;type3;description3;1;precision3
system513;group513;name513;name4;type4;description4;0;precision4
system513;group513;name513;name5;type5;description5;1;precision5
system513;group513;name513;name6;type6;description6;0;precision6
system513;group513;name513;name7;type7;description7;1;precision7
system513;group513;name513;name8;type8;description8;0;precision8
system513;group513;name513;name9;type9;description9;1;precision9
system513;group513;name513;name10;type10;description10;0;precision10
system513;group513;name513;name11;type11;description11;1;precision11
system513;group513;name513;name12;type12;description12;0;precision12
system513;group513;name513;name13;type13;description13;1;precision13
system513;group513;name513;name14;type14;description14;0;precision14
system513;group513;name513;name15;type15;description15;1;precision15
system513;group513;name513;name16;type16;description16;0;precision16
system513;group513;name513;name17;type17;description17;1;precision17
system513;group513;name513;name18;type18;description18;0;precision18
system513;group513;name513;name19;type19;description19;1;precision19
system513;group513;name513;name20;type20;description20;0;precision20
system513;group513;name513;name21;type21;description21;1;precision21
system513;group513;name513;name22;type22;description22;0;precision22
system513;group513;name513;name23;type23;description23;1;precision23
system513;group513;name513;name24;type24;description24;0;precision24
system513;group513;name513;name25;type25;description25;1;precision25
system513;group513;name513;name26;type26;description26;0;precision26
system513;group513;name513;name27;type27;description27;1;precision27
system513;group513;name513;name28;type28;description28;0;precision28
system513;group513;name513;name29;type29;description29;1;precision29
system513;group513;name513;name30;type30;description30;0;precision30
system513;group513;name513;name31;type31;description31;1;precision31
system513;group513;name513;name32;type32;description32;0;precision32
system513;group513;name513;name33;type33;description33;1;precision33
system513;group513;name513;name34;type34;description34;0;precision34
system513;group513;name513;name35;type35;description35;1;precision35
system513;group513;name513;name36;type36;description36;0;precision36
system513;group513;name513;name37;type37;description37;1;precision37
system513;group513;name513;name38;type38;description38;0;precision38
system513;group513;name513;name39;type39;description39;1;precision39
system513;group513;name513;name40;type40;description40;0;precision40
system513;group513;name513;name41;type41;description41;1;precision41
system513;group513;name513;name42;type42;description42;0;precision42
system513;group513;name513;name43;type43;description43;1;precision43
system513;group513;name513;name44;type44;description44;0;precision44
system513;group513;name513;name45;type45;description45;1;precision45
system513;group513;name513;name46;type46;description46;0;precision46
system513;group513;name513;name47;type47;description47;1;precision47
system513;group513;name513;name48;type48;description48;0;precision48
system513;group513;name513;name49;type49;description49;1;precision49
system514;group514;name514;name0;type0;description0;0;precision0
system514;group514;name514;name1;type1;description1;1;precision1
system514;group514;name514;name2;type2;description2;0;precision2
system514;group514;name514;name3;type3;description3;1;precision3
system514;group514;name514;name4;type4;description4;0;precision4
system514;group514;name514;name5;type5;description5;1;precision5
system514;group514;name514;name6;type6;description6;0;precision6
system514;group514;name514;name7;type7;description7;1;precision7
system514;group514;name514;name8;type8;description8;0;precision8
system514;group514;name514;name9;type9;description9;1;precision9
system514;group514;name514;name10;type10;description10;0;precision10
system514;group514;name514;name11;type11;description11;1;precision11
system514;group514;name514;name12;type12;description12;0;precision12
system514;group514;name514;name13;type13;description13;1;precision13
system514;group514;name514;name14;type14;description14;0;precision14
system514;group514;name514;name15;type15;description15;1;precision15
system514;group514;name514;name16;type16;description16;0;precision16
system514;group514;name514;name17;type17;description17;1;precision17
system514;group514;name514;name18;type18;description18;0;precision18
system514;group514;name514;name19;type19;description19;1;precision19
system514;group514;name514;name20;type20;description20;0;precision20
system514;group514;name514;name21;type21;description21;1;precision21
system514;group514;name514;name22;type22;description22;0;precision22
system514;group514;name514;name23;type23;description23;1;precision23
system514;group514;name514;name24;type24;description24;0;precision24
system514;group514;name514;name25;type25;description25;1;precision25
system514;group514;name514;name26;type26;description26;0;precision26
system514;group514;name514;name27;type27;description27;1;precision27
system514;group514;name514;name28;type28;description28;0;precision28
system514;group514;name514;name29;type29;description29;1;precision29
system514;group514;name514;name30;type30;description30;0;precision30
system514;group514;name514;name31;type31;description31;1;precision31
system514;group514;name514;name32;type32;description32;0;precision32
system514;group514;name514;name33;type33;description33;1;precision33
system514;group514;name514;name34;type34;description34;0;precision34
system514;group514;name514;name35;type35;description35;1;precision35
system514;group514;name514;name36;type36;description36;0;precision36
system514;group514;name514;name37;type37;description37;1;precision37
system514;group514;name514;name38;type38;description38;0;precision38
system514;group514;name514;name39;type39;description39;1;precision39
system514;group514;name514;name40;type40;description40;0;precision40
system514;group514;name514;name41;type41;description41;1;precision41
system514;group514;name514;name42;type42;description42;0;precision42
system514;group514;name514;name43;type43;description43;1;precision43
system514;group514;name514;name44;type44;description44;0;precision44
system514;group514;name514;name45;type45;description45;1;precision45
system514;group514;name514;name46;type46;description46;0;precision46
system514;group514;name514;name47;type47;description47;1;precision47
system514;group514;name514;name48;type48;description48;0;precision48
system514;group514;name514;name49;type49;description49;1;precision49
system515;group515;name515;name0;type0;description0;0;precision0
system515;group515;name515;name1;type1;description1;1;precision1
system515;group515;name515;name2;type2;description2;0;precision2
system515;group515;name515;name3;type3;description3;1;precision3
system515;group515;name515;name4;type4;description4;0;precision4
system515;group515;name515;name5;type5;description5;1;precision5
system515;group515;name515;name6;type6;description6;0;precision6
system515;group515;name515;name7;type7;description7;1;precision7
system515;group515;name515;name8;type8;description8;0;precision8
system515;group515;name515;name9;type9;description9;1;precision9
system515;group515;name515;name10;type10;description10;0;precision10
system515;group515;name515;name11;type11;description11;1;precision11
system515;group515;name515;name12;type12;description12;0;precision12
system515;group515;name515;name13;type13;description13;1;precision13
system515;group515;name515;name14;type14;description14;0;precision14
system515;group515;name515;name15;type15;description15;1;precision15
system515;group515;name515;name16;type16;description16;0;precision16
system515;group515;name515;name17;type17;description17;1;precision17
system515;group515;name515;name18;type18;description18;0;precision18
system515;group515;name515;name19;type19;description19;1;precision19
system515;group515;name515;name20;type20;description20;0;precision20
system515;group515;name515;name21;type21;description21;1;precision21
system515;group515;name515;name22;type22;description22;0;precision22
system515;group515;name515;name23;type23;description23;1;precision23
system515;group515;name515;name24;type24;description24;0;precision24
system515;group515;name515;name25;type25;description25;1;precision25
system515;group515;name515;name26;type26;description26;0;precision26
system515;group515;name515;name27;type27;description27;1;precision27
system515;group515;name515;name28;type28;description28;0;precision28
system515;group515;name515;name29;type29;description29;1;precision29
system515;group515;name515;name30;type30;description30;0;precision30
system515;group515;name515;name31;type31;description31;1;precision31
system515;group515;name515;name32;type32;description32;0;precision32
system515;group515;name515;name33;type33;description33;1;precision33
system515;group515;name515;name34;type34;description34;0;precision34
system515;group515;name515;name35;type35;description35;1;precision35
system515;group515;name515;name36;type36;description36;0;precision36
system515;group515;name515;name37;type37;description37;1;precision37
system515;group515;name515;name38;type38;description38;0;precision38
system515;group515;name515;name39;type39;description39;1;precision39
system515;group515;name515;name40;type40;description40;0;precision40
system515;group515;name515;name41;type41;description41;1;precision41
system515;group515;name515;name42;type42;description42;0;precision42
system515;group515;name515;name43;type43;description43;1;precision43
system515;group515;name515;name44;type44;description44;0;precision44
system515;group515;name515;name45;type45;description45;1;precision45
system515;group515;name515;name46;type46;description46;0;precision46
system515;group515;name515;name47;type47;description47;1;precision47
system515;group515;name515;name48;type48;description48;0;precision48
system515;group515;name515;name49;type49;description49;1;precision49
system516;group516;name516;name0;type0;description0;0;precision0
system516;group516;name516;name1;type1;description1;1;precision1
system516;group516;name516;name2;type2;description2;0;precision2
system516;group516;name516;name3;type3;description3;1;precision3
system516;group516;name516;name4;type4;description4;0;precision4
system516;group516;name516;name5;type5;description5;1;precision5
system516;group516;name516;name6;type6;description6;0;precision6
system516;group516;name516;name7;type7;description7;1;precision7
system516;group516;name516;name8;type8;description8;0;precision8
system516;group516;name516;name9;type9;description9;1;precision9
system516;group516;name516;name10;type10;description10;0;precision10
system516;group516;name516;name11;type11;description11;1;precision11
system516;group516;name516;name12;type12;description12;0;precision12
system516;group516;name516;name13;type13;description13;1;precision13
system516;group516;name516;name14;type14;description14;0;precision14
system516;group516;name516;name15;type15;description15;1;precision15
system516;group516;name516;name16;type16;description16;0;precision16
system516;group516;name516;name17;type17;description17;1;precision17
system516;group516;name516;name18;type18;description18;0;precision18
system516;group516;name516;name19;type19;description19;1;precision19
system516;group516;name516;name20;type20;description20;0;precision20
system516;group516;name516;name21;type21;description21;1;precision21
system516;group516;name516;name22;type22;description22;0;precision22
system516;group516;name516;name23;type23;description23;1;precision23
system516;group516;name516;name24;type24;description24;0;precision24
system516;group516;name516;name25;type25;description25;1;precision25
system516;group516;name516;name26;type26;description26;0;precision26
system516;group516;name516;name27;type27;description27;1;precision27
system516;group516;name516;name28;type28;description28;0;precision28
system516;group516;name516;name29;type29;description29;1;precision29
system516;group516;name516;name30;type30;description30;0;precision30
system516;group516;name516;name31;type31;description31;1;precision31
system516;group516;name516;name32;type32;description32;0;precision32
system516;group516;name516;name33;type33;description33;1;precision33
system516;group516;name516;name34;type34;description34;0;precision34
system516;group516;name516;name35;type35;description35;1;precision35
system516;group516;name516;name36;type36;description36;0;precision36
system516;group516;name516;name37;type37;description37;1;precision37
system516;group516;name516;name38;type38;description38;0;precision38
system516;group516;name516;name39;type39;description39;1;precision39
system516;group516;name516;name40;type40;description40;0;precision40
system516;group516;name516;name41;type41;description41;1;precision41
system516;group516;name516;name42;type42;description42;0;precision42
system516;group516;name516;name43;type43;description43;1;precision43
system516;group516;name516;name44;type44;description44;0;precision44
system516;group516;name516;name45;type45;description45;1;precision45
system516;group516;name516;name46;type46;description46;0;precision46
system516;group516;name516;name47;type47;description47;1;precision47
system516;group516;name516;name48;type48;description48;0;precision48
system516;group516;name516;name49;type49;description49;1;precision49
system517;group517;name517;name0;type0;description0;0;precision0
system517;group517;name517;name1;type1;description1;1;precision1
system517;group517;name517;name2;type2;description2;0;precision2
system517;group517;name517;name3;type3;description3;1;precision3
system517;group517;name517;name4;type4;description4;0;precision4
system517;group517;name517;name5;type5;description5;1;precision5
system517;group517;name517;name6;type6;description6;0;precision6
system517;group517;name517;name7;type7;description7;1;precision7
system517;group517;name517;name8;type8;description8;0;precision8
system517;group517;name517;name9;type9;description9;1;precision9
system517;group517;name517;name10;type10;description10;0;precision10
system517;group517;name517;name11;type11;description11;1;precision11
system517;group517;name517;name12;type12;description12;0;precision12
system517;group517;name517;name13;type13;description13;1;precision13
system517;group517;name517;name14;type14;description14;0;precision14
system517;group517;name517;name15;type15;description15;1;precision15
system517;group517;name517;name16;type16;description16;0;precision16
system517;group517;name517;name17;type17;description17;1;precision17
system517;group517;name517;name18;type18;description18;0;precision18
system517;group517;name517;name19;type19;description19;1;precision19
system517;group517;name517;name20;type20;description20;0;precision20
system517;group517;name517;name21;type21;description21;1;precision21
system517;group517;name517;name22;type22;description22;0;precision22
system517;group517;name517;name23;type23;description23;1;precision23
system517;group517;name517;name24;type24;description24;0;precision24
system517;group517;name517;name25;type25;description25;1;precision25
system517;group517;name517;name26;type26;description26;0;precision26
system517;group517;name517;name27;type27;description27;1;precision27
system517;group517;name517;name28;type28;description28;0;precision28
system517;group517;name517;name29;type29;description29;1;precision29
system517;group517;name517;name30;type30;description30;0;precision30
system517;group517;name517;name31;type31;description31;1;precision31
system517;group517;name517;name32;type32;description32;0;precision32
system517;group517;name517;name33;type33;description33;1;precision33
system517;group517;name517;name34;type34;description34;0;precision34
system517;group517;name517;name35;type35;description35;1;precision35
system517;group517;name517;name36;type36;description36;0;precision36
system517;group517;name517;name37;type37;description37;1;precision37
system517;group517;name517;name38;type38;description38;0;precision38
system517;group517;name517;name39;type39;description39;1;precision39
system517;group517;name517;name40;type40;description40;0;precision40
system517;group517;name517;name41;type41;description41;1;precision41
system517;group517;name517;name42;type42;description42;0;precision42
system517;group517;name517;name43;type43;description43;1;precision43
system517;group517;name517;name44;type44;description44;0;precision44
system517;group517;name517;name45;type45;description45;1;precision45
system517;group517;name517;name46;type46;description46;0;precision46
system517;group517;name517;name47;type47;description47;1;precision47
system517;group517;name517;name48;type48;description48;0;precision48
system517;group517;name517;name49;type49;description49;1;precision49
system518;group518;name518;name0;type0;description0;0;precision0
system518;group518;name518;name1;type1;description1;1;precision1
system518;group518;name518;name2;type2;description2;0;precision2
system518;group518;name518;name3;type3;description3;1;precision3
system518;group518;name518;name4;type4;description4;0;precision4
system518;group518;name518;name5;type5;description5;1;precision5
system518;group518;name518;name6;type6;description6;0;precision6
system518;group518;name518;name7;type7;description7;1;precision7
system518;group518;name518;name8;type8;description8;0;precision8
system518;group518;name518;name9;type9;description9;1;precision9
system518;group518;name518;name10;type10;description10;0;precision10
system518;group518;name518;name11;type11;description11;1;precision11
system518;group518;name518;name12;type12;description12;0;precision12
system518;group518;name518;name13;type13;description13;1;precision13
system518;group518;name518;name14;type14;description14;0;precision14
system518;group518;name518;name15;type15;description15;1;precision15
system518;group518;name518;name16;type16;description16;0;precision16
system518;group518;name518;name17;type17;description17;1;precision17
system518;group518;name518;name18;type18;description18;0;precision18
system518;group518;name518;name19;type19;description19;1;precision19
system518;group518;name518;name20;type20;description20;0;precision20
system518;group518;name518;name21;type21;description21;1;precision21
system518;group518;name518;name22;type22;description22;0;precision22
system518;group518;name518;name23;type23;description23;1;precision23
system518;group518;name518;name24;type24;description24;0;precision24
system518;group518;name518;name25;type25;description25;1;precision25
system518;group518;name518;name26;type26;description26;0;precision26
system518;group518;name518;name27;type27;description27;1;precision27
system518;group518;name518;name28;type28;description28;0;precision28
